Date,Adj Close,Close,High,Low,Open,Volume,daily_return,lag_return_1,lag_return_2,moving_avg_5,moving_avg_20,volatility_5,target_direction
1994-07-26,25.902334213256836,45.359375,45.421875,45.3125,45.390625,489600,-0.0010323468685478066,0.001378359751895264,0.0017259233690023468,45.309375,45.01796875,0.002750902739943737,0
1994-07-27,25.902334213256836,45.359375,45.359375,45.171875,45.359375,83200,0.0,-0.0010323468685478066,0.001378359751895264,45.346875,45.05546875,0.001304956774418234,1
1994-07-28,25.955862045288086,45.453125,45.578125,45.359375,45.359375,828200,0.0020668274199104886,0.0,-0.0010323468685478066,45.384375,45.090625,0.0013029130607069429,1
1994-07-29,26.214618682861328,45.90625,46.046875,45.75,45.765625,459100,0.009969061533172896,0.0020668274199104886,0.0,45.496875,45.1625,0.0043576737051184925,1
1994-08-01,26.33953285217285,46.125,46.15625,45.890625,45.9375,486300,0.004765146358066685,0.009969061533172896,0.0020668274199104886,45.640625,45.240625,0.004407267188028943,1
1994-08-02,26.375228881835938,46.1875,46.375,46.03125,46.28125,505500,0.0013550135501354532,0.004765146358066685,0.009969061533172896,45.80625,45.31015625,0.003945510832580827,1
1994-08-03,26.384136199951172,46.203125,46.234375,46.09375,46.171875,144100,0.0003382949932340118,0.0013550135501354532,0.004765146358066685,45.975,45.38359375,0.003869849401182635,0
1994-08-04,26.232458114624023,45.9375,46.21875,45.921875,46.171875,231700,-0.005749070003381762,0.0003382949932340118,0.0013550135501354532,46.071875,45.434375,0.00579407618081492,0
1994-08-05,26.14323616027832,45.78125,45.84375,45.65625,45.703125,138400,-0.003401360544217691,-0.005749070003381762,0.0003382949932340118,46.046875,45.478125,0.004117913243286318,1
1994-08-08,26.205705642700195,45.890625,45.9375,45.78125,45.828125,328600,0.0023890784982936175,-0.003401360544217691,-0.005749070003381762,46.0,45.53515625,0.003433010623142556,1
1994-08-09,26.250301361083984,45.96875,45.96875,45.71875,45.71875,105900,0.001702417432754455,0.0023890784982936175,-0.003401360544217691,45.95625,45.59296875,0.003495873869782065,1
1994-08-10,26.34846305847168,46.140625,46.1875,45.9375,46.0,840300,0.00373895309313399,0.001702417432754455,0.0023890784982936175,45.94375,45.65546875,0.0040883456504472344,0
1994-08-11,26.250301361083984,45.96875,46.234375,45.734375,46.03125,876200,-0.0037250253979004277,0.00373895309313399,0.001702417432754455,45.95,45.68515625,0.003461633220788641,1
1994-08-12,26.45551872253418,46.328125,46.34375,46.046875,46.046875,184100,0.007817811012916343,-0.0037250253979004277,0.00373895309313399,46.059375,45.73203125,0.004157732850226682,0
1994-08-15,26.44659996032715,46.3125,46.484375,46.3125,46.375,325900,-0.0003372681281619272,0.007817811012916343,-0.0037250253979004277,46.14375,45.77421875,0.00433212357173622,1
1994-08-16,26.63397979736328,46.640625,46.6875,46.15625,46.34375,1089500,0.007085020242914908,-0.0003372681281619272,0.007817811012916343,46.278125,45.8375,0.004918655928785356,0
1994-08-17,26.616130828857422,46.609375,46.734375,46.578125,46.703125,133700,-0.0006700167504187782,0.007085020242914908,-0.0003372681281619272,46.371875,45.909375,0.005125091899884053,0
1994-08-18,26.526912689208984,46.453125,46.5625,46.40625,46.453125,620000,-0.003352329869259152,-0.0006700167504187782,0.007085020242914908,46.46875,45.96875,0.005022065954309942,0
1994-08-19,26.509057998657227,46.421875,46.515625,46.3125,46.46875,103200,-0.0006727211570803915,-0.003352329869259152,-0.0006700167504187782,46.4875,46.02265625,0.003924542992115461,0
1994-08-22,26.482290267944336,46.375,46.4375,46.28125,46.4375,79700,-0.0010097610232244758,-0.0006727211570803915,-0.003352329869259152,46.5,46.07109375,0.0039678626247660375,1
1994-08-23,26.63397979736328,46.640625,46.859375,46.515625,46.578125,268600,0.005727762803234393,-0.0010097610232244758,-0.0006727211570803915,46.5,46.13515625,0.003389925169299094,1
1994-08-24,26.91950035095215,47.140625,47.140625,46.671875,46.6875,254700,0.010720268006700229,0.005727762803234393,-0.0010097610232244758,46.60625,46.22421875,0.005796321829460359,0
1994-08-25,26.848125457763672,47.015625,47.203125,46.890625,47.09375,147400,-0.0026516407026847544,0.010720268006700229,0.005727762803234393,46.71875,46.30234375,0.005632171635089726,1
1994-08-26,27.231788635253906,47.6875,47.78125,47.125,47.125,339500,0.01429046194749084,-0.0026516407026847544,0.010720268006700229,46.971875,46.39140625,0.007303522429838805,0
1994-08-29,27.21393585205078,47.65625,47.984375,47.640625,47.8125,350300,-0.000655307994757548,0.01429046194749084,-0.0026516407026847544,47.228125,46.46796875,0.007226884194095126,1
1994-08-30,27.285343170166016,47.78125,47.859375,47.578125,47.640625,36000,0.0026229508196722318,-0.000655307994757548,0.01429046194749084,47.45625,46.54765625,0.007333552483127071,0
1994-08-31,27.21393585205078,47.65625,47.890625,47.59375,47.703125,356200,-0.002616088947024253,0.0026229508196722318,-0.000655307994757548,47.559375,46.6203125,0.007093025676156396,0
1994-09-01,27.124725341796875,47.5,47.53125,47.328125,47.5,294600,-0.003278688524590123,-0.002616088947024253,0.0026229508196722318,47.65625,46.6984375,0.007204870080619995,0
1994-09-02,27.008731842041016,47.296875,47.71875,47.21875,47.71875,99600,-0.004276315789473739,-0.003278688524590123,-0.002616088947024253,47.578125,46.77421875,0.0027262875999234347,1
1994-09-06,27.017650604248047,47.3125,47.359375,47.125,47.265625,229800,0.00033036009250086984,-0.004276315789473739,-0.003278688524590123,47.509375,46.8453125,0.0028482595096478718,0
1994-09-07,26.990880966186523,47.265625,47.421875,47.21875,47.421875,27900,-0.0009907529722589237,0.00033036009250086984,-0.004276315789473739,47.40625,46.91015625,0.0018376008401045695,1
1994-09-08,27.124725341796875,47.5,47.5625,47.34375,47.359375,284800,0.0049586776859504855,-0.0009907529722589237,0.00033036009250086984,47.375,46.978125,0.0036261082587910752,0
